Latitude,Longitude,FSA
43.67422765,-79.55546869,M9B
43.78382529,-79.47014077,M3H
43.68886678,-79.50400088,M6M
43.66550179,-79.51805109,M9A
43.77139062,-79.34857456,M2J
43.74795773,-79.31180577,M1R
43.6632017,-79.36752736,M5A
43.75792569,-79.23857501,M1H
43.75792569,-79.23857501,M1H
43.75792569,-79.23857501,M1H
43.64768039,-79.40415713,M5T
43.64568779,-79.42583102,M6J
43.66133072,-79.33890409,M4M
43.64891019,-79.40597653,M6J
43.7684036,-79.18621381,M1E
43.66236575,-79.3287663,M4L
43.66236575,-79.3287663,M4L
43.66236575,-79.3287663,M4L
43.80383153,-79.35496211,M2H
43.65712311,-79.43428512,M6H
43.64722999,-79.39000154,M5V
43.83344472,-79.25110267,M1X
43.68791332,-79.30296975,M4C
43.81098038,-79.27096053,M1V
43.74158298,-79.23974016,M1J
43.68369602,-79.41589534,M5P
43.6058733,-79.49406584,M8V
43.6609277,-79.35930126,M5A
43.6609277,-79.35930126,M5A
43.6657156,-79.38094145,M4Y
43.7505086,-79.62390211,M9W
43.81098038,-79.27096053,M1V
43.77469349,-79.40131497,M2N
43.6581657,-79.37237645,M5A
43.74817529,-79.2103024,M1J
43.6618755,-79.37935795,M4Y
43.65266589,-79.40478193,M5T
43.75042539,-79.4627736,M3H
43.6104788,-79.49459003,M8V
43.67422765,-79.55546869,M9B
43.67128511,-79.37496166,M4X
43.67189841,-79.39542495,M5R
43.72490275,-79.44783173,M6A
43.69022393,-79.40116605,M4V
43.74681384,-79.29919479,M1R
43.6648515,-79.39113555,M5S
43.67485762,-79.40708384,M5R
43.6657156,-79.38094145,M4Y
43.75333149,-79.5426989,M9M
43.69122473,-79.28834606,M1L
43.65993212,-79.45365902,M6P
43.81098038,-79.27096053,M1V
43.72514055,-79.48161894,M3M
43.61935103,-79.51601273,M8Z
43.68910529,-79.35617881,M4K
43.64361298,-79.39415744,M5V
43.65481079,-79.39423354,M5T
43.72085665,-79.50860954,M3M
43.68947552,-79.31239304,M4C
43.78510102,-79.35996293,M2J
43.61935103,-79.51601273,M8Z
43.70248204,-79.38781297,M4S
43.74837996,-79.27238703,M1P
43.76469414,-79.28586659,M1P
43.6613701,-79.38309225,M5G
43.64289787,-79.5029973,M8Y
43.6580893,-79.38468974,M5G
43.65407279,-79.37995625,M5B
43.69443237,-79.44971289,M6E
43.73576888,-79.25989532,M1K
43.64289787,-79.5029973,M8Y
43.64289787,-79.5029973,M8Y
43.66756221,-79.38566045,M4Y
43.74685115,-79.49105091,M3J
43.67093996,-79.53632539,M9A
43.81098038,-79.27096053,M1V
43.65427852,-79.497482,M6S
43.6570209,-79.38119785,M5B
43.79271894,-79.36310464,M2H
43.73502937,-79.42819832,M5M
43.80176894,-79.27694713,M1S
43.80871973,-79.23135837,M1B
43.73657248,-79.26359742,M1K
43.75506474,-79.2913214,M1P
43.73721,-79.36191139,M3B
43.73500777,-79.41142355,M5M
43.75449948,-79.51813081,M3N
43.70601922,-79.2503804,M1N
43.66018581,-79.43382362,M6H
43.67668254,-79.35635668,M4K
43.71835043,-79.53990353,M9M
43.82249993,-79.27397423,M1V
43.69262027,-79.49854457,M6M
43.75894879,-79.51809281,M3N
43.66379916,-79.48139372,M6S
43.6573088,-79.38436854,M5G
43.66590821,-79.40746684,M5S
43.73502937,-79.42819832,M5M
43.75938595,-79.27868232,M1P
43.6564945,-79.36694026,M5A
43.73330655,-79.45274806,M3K
43.61773501,-79.54085149,M8Z
43.72679626,-79.43667197,M6A
43.76219641,-79.22624091,M1G
43.72079386,-79.43012239,M6A
43.72619944,-79.31831674,M4A
43.66539805,-79.46327773,M6P
43.72079386,-79.43012239,M6A
43.75619981,-79.33926226,M3A
43.7787366,-79.40019798,M2N
43.61820001,-79.49584662,M8Y
43.64668149,-79.40654123,M6J
43.75200949,-79.39765751,M2P
43.6558747,-79.39906504,M5T
43.67123023,-79.29446855,M4E
43.6562584,-79.37830415,M5B
43.70800498,-79.54975091,M9P
43.79057397,-79.26995122,M1S
43.80591035,-79.28268662,M1V
43.70255567,-79.56246284,M9W
43.64088553,-79.53954739,M9B
43.80912196,-79.29249711,M1V
43.64088553,-79.53954739,M9B
43.6542842,-79.40681923,M5T
43.77351451,-79.2306685,M1G
43.74347885,-79.28629871,M1R
43.69244328,-79.49113148,M6M
43.75797416,-79.26745884,M1P
43.75629088,-79.50903782,M3N
43.70064634,-79.58113661,M9W
43.66927702,-79.41801303,M6G
43.68803226,-79.38370578,M4T
43.80279092,-79.3595279,M2H
43.77204909,-79.3916926,M2N
43.7528466,-79.45774061,M3H
43.77588258,-79.13964984,M1C
43.63105781,-79.54690479,M9B
43.80392237,-79.38613256,M2M
43.6584886,-79.35155767,M4M
43.64122309,-79.42666582,M6K
43.6574367,-79.40277413,M5T
43.80060889,-79.21471617,M1B
43.66460424,-79.53620649,M9A
43.77364461,-79.2298902,M1G
43.68791332,-79.30296975,M4C
43.73173938,-79.50911986,M3M
43.6581657,-79.37237645,M5A
43.70211274,-79.38520027,M4S
43.65431182,-79.55738918,M9B
43.77364461,-79.2298902,M1G
43.7022662,-79.29694436,M4B
43.64396149,-79.41999283,M6J
43.82528009,-79.2309373,M1X
43.71142625,-79.48254524,M6L
43.77588192,-79.34374646,M2J
43.64623039,-79.39814193,M5V
43.66288736,-79.46924812,M6P
43.66556056,-79.47887932,M6P
43.67128151,-79.38719205,M4W
43.66556056,-79.47887932,M6P
43.79482351,-79.40268653,M2M
43.7185005,-79.38614266,M4N
43.75624711,-79.56916512,M9L
43.79310897,-79.33141227,M2J
43.67059402,-79.42659423,M6G
43.80491498,-79.16584651,M1B
43.66738661,-79.41991803,M6G
43.79074018,-79.15901773,M1C
43.74364555,-79.60745467,M9V
43.69024142,-79.57707169,M9W
43.79955321,-79.40890493,M2M
43.72372576,-79.57484368,M9W
43.6959835,-79.35039572,M4K
43.6588779,-79.34983557,M4M
43.6576338,-79.40181714,M5T
43.753816,-79.45312972,M3H
43.6563597,-79.36758876,M5A
43.66337668,-79.51850039,M9A
43.64444078,-79.40006913,M5V
43.7659389,-79.1910504,M1E
43.79239726,-79.13651018,M1C
43.60536379,-79.52893335,M8W
43.70538606,-79.47787405,M6M
43.70767749,-79.30265766,M4B
43.64851779,-79.37762595,M5E
43.80704626,-79.28878321,M1V
43.69701022,-79.28539607,M1L
43.77956505,-79.4756076,M3J
43.75303232,-79.61952341,M9W
43.71815028,-79.40759793,M4R
43.66214501,-79.41657043,M6G
43.6594344,-79.36600486,M5A
43.77987543,-79.30008798,M1T
43.71103559,-79.29143067,M1L
43.64623239,-79.37009955,M5E
43.79089352,-79.38965461,M2K
43.7052428,-79.57715589,M9W
43.78536695,-79.27849711,M1S
43.67216011,-79.38755195,M4W
43.80799826,-79.25630465,M1S
43.69314537,-79.45142859,M6E
43.69214214,-79.39605996,M4V
43.68293057,-79.3572131,M4K
43.64419789,-79.43535502,M6K
43.72777919,-79.25248672,M1K
43.74500459,-79.20750069,M1E
43.64646499,-79.40371833,M5V
43.73520047,-79.41492865,M5M
43.66938721,-79.39098695,M5S
43.76211579,-79.4082589,M2N
43.78051184,-79.30039558,M1T
43.68397043,-79.30015785,M4E
43.68332945,-79.37295248,M4W
43.70887743,-79.53419823,M9N
43.76480929,-79.41175299,M2N
43.69204707,-79.50276777,M6M
43.65086139,-79.39733044,M5T
43.71842866,-79.30679486,M4A
43.64757859,-79.39155914,M5V
43.64136208,-79.39317694,M5V
43.72101285,-79.46011031,M6A
43.7797644,-79.41556625,M2N
43.64544808,-79.39515014,M5V
43.76926929,-79.41289307,M2N
43.65281519,-79.37159095,M5A
43.7162059,-79.23474653,M1M
43.7162059,-79.23474653,M1M
43.71543155,-79.50717214,M9N
43.78536695,-79.27849711,M1S
43.75762108,-79.51535841,M3N
43.75797416,-79.26745884,M1P
43.59539975,-79.50558797,M8V
43.6514433,-79.42554102,M6J
43.66938721,-79.39098695,M5S
43.66938721,-79.39098695,M5S
43.68996098,-79.57061558,M9W
43.74701898,-79.56191158,M9M
43.66613831,-79.42602843,M6G
43.73938454,-79.51320989,M3L
43.68864415,-79.39147947,M4T
43.65156186,-79.6030829,M9C
43.6557219,-79.41137753,M6G
43.71979807,-79.30061636,M1L
43.75904872,-79.31019887,M1R
43.76747579,-79.41243928,M2N
43.65316269,-79.37576055,M5C
43.7963979,-79.25092656,M1S
43.65391249,-79.36119586,M5A
43.64646499,-79.40371833,M5V
43.77123848,-79.52248971,M3N
43.63967858,-79.41999893,M6K
43.80963524,-79.33014621,M1W
43.64759779,-79.40198333,M5V
43.66482913,-79.34161309,M4M
43.69568777,-79.45026768,M6E
43.76408215,-79.4882673,M3J
43.76747579,-79.41243928,M2N
43.77123848,-79.52248971,M3N
43.65032283,-79.52142539,M9A
43.65156299,-79.36272146,M5A
43.65026719,-79.39815453,M5T
43.79804789,-79.33361598,M1W
43.71108704,-79.37710978,M4G
43.65977532,-79.44876322,M6P
43.6564478,-79.42618672,M6H
43.69927797,-79.51983736,M9N
43.6573088,-79.38436854,M5G
43.69325072,-79.28724016,M1L
43.66386721,-79.40663164,M5S
43.79804789,-79.33361598,M1W
43.65137819,-79.40698283,M6J
43.64784869,-79.39027484,M5V
43.66938721,-79.39098695,M5S
43.69954866,-79.50287885,M9N
43.63967858,-79.41999893,M6K
43.64136208,-79.39317694,M5V
43.78258801,-79.35783143,M2J
43.67501362,-79.41153054,M5R
43.67901513,-79.39834065,M4V
43.71022757,-79.35488151,M4G
43.79481151,-79.40511613,M2M
43.74501749,-79.21968629,M1J
43.7095885,-79.39898134,M4P
43.72205388,-79.39698054,M4N
43.66217804,-79.46049912,M6P
43.65160119,-79.37106575,M5A
43.65407279,-79.37995625,M5B
43.64990581,-79.45658181,M6R
43.67217384,-79.28481905,M4E
43.66782471,-79.39834904,M5S
43.65407279,-79.37995625,M5B
43.69331613,-79.27897557,M1L
43.65113405,-79.47626132,M6S
43.73543401,-79.34724191,M3C
43.6582966,-79.37100285,M5A
43.72037254,-79.53749334,M9M
43.6584886,-79.35155767,M4M
43.77588192,-79.34374646,M2J
43.77010949,-79.38882151,M2N
43.78530412,-79.34546425,M2J
43.65264751,-79.56322008,M9B
43.63864478,-79.41709773,M6K
43.691853,-79.55840037,M9R
43.65519982,-79.4997532,M6S
43.65631634,-79.46819082,M6P
43.77712411,-79.34788525,M2J
43.73797648,-79.25292694,M1K
43.72328397,-79.28573248,M1L
43.70904185,-79.45363225,M6B
43.75894879,-79.51809281,M3N
43.77956463,-79.30439208,M1T
43.73783288,-79.23771926,M1J
43.76615629,-79.19642521,M1E
43.67840625,-79.35842279,M4K
43.6582966,-79.37100285,M5A
43.70539159,-79.31282765,M4B
43.64544808,-79.39515014,M5V
43.80649379,-79.20295428,M1B
43.66709423,-79.34518248,M4M
43.70436985,-79.49663625,M6M
43.65148209,-79.39027744,M5T
43.64883871,-79.56725217,M9C
43.79385099,-79.2944797,M1T
43.69783767,-79.44023999,M6E
43.76612809,-79.39002502,M2N
43.77364461,-79.2298902,M1G
43.77691102,-79.32806747,M2J
43.73915326,-79.60529727,M9W
43.65047199,-79.39041984,M5T
43.68682628,-79.53343268,M9P
43.73335158,-79.39292226,M4N
43.77619623,-79.29387958,M1T
43.77619623,-79.29387958,M1T
43.64029858,-79.39836063,M5V
43.76035969,-79.4124785,M2N
43.64823518,-79.53429609,M9A
43.78429346,-79.26309831,M1S
43.77443559,-79.38234491,M2K
43.6576338,-79.40181714,M5T
43.81213237,-79.3019325,M1V
43.64091139,-79.43288832,M6K
43.64759779,-79.40198333,M5V
43.65482239,-79.38814214,M5G
43.81745447,-79.31779249,M1W
43.64091139,-79.43288832,M6K
43.6521557,-79.43454712,M6H
43.75216129,-79.38496251,M2L
43.75216129,-79.38496251,M2L
43.65296189,-79.39793504,M5T
43.81027741,-79.21195558,M1B
43.72304055,-79.50631684,M3M
43.70500171,-79.27806948,M1L
43.69325072,-79.28724016,M1L
43.65901768,-79.51466319,M8X
43.61328972,-79.49184403,M8V
43.65258893,-79.55357388,M9B
43.65258893,-79.55357388,M9B
43.65258893,-79.55357388,M9B
43.65258893,-79.55357388,M9B
43.70779065,-79.37213159,M4G
43.64092208,-79.38770384,M5V
43.70881481,-79.24984711,M1N
43.80260391,-79.32201339,M1W
43.59492908,-79.52721161,M8W
43.66513562,-79.44457172,M6H
43.67078763,-79.29658005,M4E
43.76147922,-79.33272486,M3A
43.67422765,-79.55546869,M9B
43.7319691,-79.37214308,M3C
43.75034959,-79.37900711,M2L
43.76288779,-79.41651139,M2N
43.66966191,-79.37575276,M4X
43.76612809,-79.39002502,M2N
43.6557219,-79.41137753,M6G
43.67075591,-79.39304075,M5R
43.66696726,-79.3306748,M4L
43.65609,-79.40266663,M5T
43.64136208,-79.39317694,M5V
43.78396322,-79.34287155,M2J
43.76579027,-79.25318317,M1P
43.6628053,-79.37973375,M4Y
43.75585478,-79.50520822,M3J
43.78544354,-79.32180847,M1W
43.68622284,-79.39331516,M4T
43.62136831,-79.54546099,M8Z
43.6582966,-79.37100285,M5A
43.68247952,-79.42199443,M6C
43.72847708,-79.39039885,M4N
43.64176558,-79.39757863,M5V
43.64225573,-79.48028682,M6S
43.69379036,-79.38353658,M4T
43.79310622,-79.3904459,M2K
43.68539383,-79.31036104,M4C
43.6581657,-79.37237645,M5A
43.72847708,-79.39039885,M4N
43.6108783,-79.5364815,M8W
43.70789121,-79.39280825,M4P
43.6567911,-79.36564246,M5A
43.6575766,-79.34663957,M4M
43.6575766,-79.34663957,M4M
43.65356709,-79.36357386,M5A
43.65631634,-79.46819082,M6P
43.70438179,-79.40960313,M5N
43.65296189,-79.39793504,M5T
43.76823409,-79.38117782,M2K
43.76823409,-79.38117782,M2K
43.6588779,-79.34983557,M4M
43.64628609,-79.40856813,M6J
43.6579503,-79.37900615,M5B
43.76823409,-79.38117782,M2K
43.79720721,-79.29433451,M1T
43.69411758,-79.42961501,M6C
43.69830143,-79.39660846,M4S
43.71352864,-79.53409083,M9N
43.69954866,-79.50287885,M9N
43.67023281,-79.38676075,M4W
43.76823409,-79.38117782,M2K
43.71573755,-79.50470964,M6L
43.76399149,-79.39967571,M2N
43.77582089,-79.39612698,M2N
43.70358869,-79.32843403,M4B
43.66872951,-79.38613905,M4Y
43.743791,-79.35380222,M3B
43.76823409,-79.38117782,M2K
43.67046702,-79.43438733,M6H
43.65418629,-79.37936645,M5B
43.74364555,-79.60745467,M9V
43.70358869,-79.32843403,M4B
43.6607119,-79.37201355,M5A
43.76823409,-79.38117782,M2K
43.76220052,-79.32116787,M3A
43.74473737,-79.59362616,M9V
43.7580183,-79.1902769,M1E
43.6657156,-79.38094145,M4Y
43.64722999,-79.39000154,M5V
43.7816197,-79.40709416,M2N
43.71430247,-79.30598826,M4B
43.6617708,-79.36971486,M5A
43.79071551,-79.42890552,M2M
43.62928263,-79.579817,M9C
43.66616311,-79.35291087,M4M
43.64945799,-79.5020284,M8X
43.72197998,-79.40157284,M4N
43.66276982,-79.44237622,M6H
43.65148209,-79.39027744,M5T
43.80732879,-79.1755405,M1B
43.65088281,-79.56095998,M9B
43.73278018,-79.26459391,M1K
43.71211574,-79.51881934,M9N
43.67075591,-79.39304075,M5R
43.65076299,-79.35975466,M5A
43.70485869,-79.40738023,M4R
43.70059626,-79.51774105,M9N
43.67786822,-79.44304902,M6E
43.73540806,-79.54786118,M9M
43.69578968,-79.55215096,M9R
43.73562198,-79.25321483,M1K
43.65373661,-79.44949222,M6R
43.66329363,-79.45484122,M6P
43.69904249,-79.58809672,M9W
43.65043429,-79.38463814,M5H
43.73129867,-79.58510487,M9V
43.67966401,-79.31936563,M4C
43.6611361,-79.38822904,M5S
43.66569331,-79.30445083,M4L
43.67071483,-79.45324772,M6N
43.64785399,-79.39612444,M5V
43.6620511,-79.35305357,M4M
43.77191077,-79.46765175,M3H
43.65356709,-79.36357386,M5A
43.78332858,-79.17065162,M1C
43.6657156,-79.38094145,M4Y
43.81059494,-79.3198961,M1W
43.64913409,-79.37215795,M5E
43.68104788,-79.34232651,M4J
43.67754172,-79.40048225,M4V
43.6644642,-79.36804336,M4X
43.66922726,-79.3355989,M4M
43.68661109,-79.43442191,M6C
43.73715858,-79.58659557,M9V
43.64099563,-79.47876492,M6S
43.70059626,-79.51774105,M9N
43.73676858,-79.59169367,M9V
43.67288829,-79.31927143,M4L
43.7072605,-79.40330084,M4R
43.64524157,-79.53194339,M9A
43.65039419,-79.36787435,M5A
43.66770532,-79.42932403,M6H
43.72403167,-79.41488162,M5M
43.64931829,-79.39364444,M5V
43.77191077,-79.46765175,M3H
43.78559656,-79.27041791,M1S
43.63870949,-79.44620902,M6R
43.66172881,-79.42685063,M6H
43.74775008,-79.63652515,M9W
43.70755788,-79.34364152,M4H
43.75147977,-79.26504804,M1P
43.69765474,-79.38881327,M4S
43.72097785,-79.50863794,M3M
43.6884434,-79.34845991,M4K
43.70318725,-79.50194645,M6L
43.66924041,-79.37281866,M4X
43.64429608,-79.40082183,M5V
43.70755788,-79.34364152,M4H
43.67120092,-79.43078343,M6H
43.70808798,-79.34141112,M4H
43.6563597,-79.36758876,M5A
43.74060388,-79.40963878,M5M
43.63570097,-79.39833263,M5V
43.80091521,-79.32553119,M1W
43.67160718,-79.32492612,M4L
43.6467432,-79.45168082,M6R
43.63884768,-79.38658384,M5J
43.79465679,-79.23491937,M1B
43.73320457,-79.59721857,M9V
43.74571276,-79.27479202,M1P
43.7622232,-79.37121282,M2L
43.78615059,-79.44515301,M2R
43.76198029,-79.1946673,M1E
43.67018204,-79.28911915,M4E
43.67160718,-79.32492612,M4L
43.74375929,-79.21176279,M1M
43.67037081,-79.37965195,M4Y
43.63884768,-79.38658384,M5J
43.795754,-79.2977196,M1T
43.63570097,-79.39833263,M5V
43.70839285,-79.50024894,M6L
43.6567172,-79.39966474,M5T
43.64507998,-79.38345654,M5J
43.6647392,-79.38544005,M4Y
43.6437044,-79.44802692,M6R
43.6563597,-79.36758876,M5A
43.77594152,-79.30656297,M1T
43.73676858,-79.59169367,M9V
43.6563597,-79.36758876,M5A
43.77594152,-79.30656297,M1T
43.66875561,-79.30579164,M4L
43.79632931,-79.29101581,M1S
43.65986071,-79.43533392,M6H
43.78741166,-79.26931762,M1S
43.65202349,-79.40225363,M5T
43.70856897,-79.3627614,M4G
43.75380349,-79.39063071,M2L
43.69820338,-79.54158166,M9P
43.78741166,-79.26931762,M1S
43.7174643,-79.39088255,M4P
43.72481087,-79.41976241,M5M
43.69505648,-79.4315387,M6C
43.66778161,-79.38677055,M4Y
43.73967728,-79.41347158,M5M
43.69752128,-79.42287881,M5P
43.77033339,-79.39948359,M2N
43.69655611,-79.40740494,M5P
43.647187,-79.44938712,M6R
43.73423898,-79.26684271,M1K
43.75147548,-79.51273202,M3N
43.66690401,-79.40268994,M5S
43.72074879,-79.39321055,M4N
43.67180931,-79.38462305,M4W
43.6919419,-79.41687413,M5P
43.82672651,-79.25186237,M1V
43.70211274,-79.38520027,M4S
43.74808408,-79.56506258,M9L
43.77956463,-79.30439208,M1T
43.68547123,-79.29781865,M4E
43.74684952,-79.32876185,M3A
43.79325029,-79.24168087,M1S
43.70905965,-79.5872435,M9W
43.75739005,-79.27790712,M1P
43.77680325,-79.4744351,M3J
43.66782471,-79.39834904,M5S
43.68053044,-79.28712746,M4E
43.7691526,-79.18284861,M1E
43.6596438,-79.34642258,M4M
43.76553168,-79.46104347,M3H
43.6512011,-79.42016893,M6J
43.6512011,-79.42016893,M6J
43.67697502,-79.45543151,M6E
43.6598557,-79.37851935,M5B
43.67212651,-79.39049725,M5R
43.63476402,-79.54132789,M9B
43.75928779,-79.50790172,M3N
43.63765168,-79.39187364,M5V
43.77680325,-79.4744351,M3J
43.75928779,-79.50790172,M3N
43.71796688,-79.55861844,M9W
43.65066769,-79.36666165,M5A
43.69117767,-79.45199759,M6E
43.66728841,-79.37376716,M4X
43.65039419,-79.36787435,M5A
43.75093719,-79.39827921,M2P
43.70881619,-79.29598806,M1L
43.71526024,-79.57180448,M9W
43.64741969,-79.40538413,M6J
43.65156299,-79.36272146,M5A
43.74317709,-79.21890168,M1J
43.66999871,-79.38800835,M4W
43.67075591,-79.39304075,M5R
43.76573395,-79.49151699,M3J
43.64591719,-79.37908774,M5J
43.67217016,-79.3392939,M4J
43.72037254,-79.53749334,M9M
43.70485076,-79.43753858,M6B
43.74548978,-79.25202535,M1J
43.66898142,-79.44230242,M6H
43.79302517,-79.32362837,M1W
43.77170594,-79.28333039,M1P
43.68206641,-79.42344733,M6G
43.79190298,-79.2997057,M1T
43.70109186,-79.51211115,M9N
43.6564956,-79.37713405,M5B
43.61938781,-79.49814062,M8Y
43.71590641,-79.5897516,M9W
43.81286455,-79.35200663,M2H
43.6589464,-79.39467944,M5T
43.64832309,-79.39840873,M5V
43.64542644,-79.48287252,M6S
43.6562872,-79.37956285,M5B
43.6564956,-79.37713405,M5B
43.69424598,-79.55863886,M9R
43.66709411,-79.37466545,M4X
43.64591719,-79.37908774,M5J
43.63903208,-79.41592023,M6K
43.74388934,-79.61471638,M9W
43.64832309,-79.39840873,M5V
43.6579001,-79.38157315,M5B
43.66938721,-79.39098695,M5S
43.63865208,-79.42884142,M6K
43.68791699,-79.49201418,M6M
43.6557219,-79.41137753,M6G
43.67777462,-79.45576981,M6E
43.78051184,-79.30039558,M1T
43.64988839,-79.38079734,M5H
43.69325072,-79.28724016,M1L
43.66356041,-79.41842443,M6G
43.64594679,-79.40630333,M6J
43.68791699,-79.49201418,M6M
43.76150809,-79.52319691,M3N
43.76173851,-79.34730846,M3A
43.67742562,-79.40809574,M5R
43.67783652,-79.38988765,M4W
43.63865208,-79.42884142,M6K
43.65350369,-79.37188235,M5A
43.72194969,-79.23624404,M1M
43.72172159,-79.39357525,M4N
43.67742562,-79.40809574,M5R
43.72068247,-79.28877378,M1L
43.70915755,-79.48461894,M6L
43.6786239,-79.32790162,M4J
43.72064215,-79.51412794,M3L
43.66898715,-79.48355761,M6N
43.7120734,-79.39441925,M4P
43.68165384,-79.37567347,M4W
43.64419789,-79.43535502,M6K
43.77663627,-79.25424114,M1H
43.7437132,-79.35799961,M3B
43.76212339,-79.1947643,M1E
43.74617695,-79.290904,M1R
43.6576338,-79.40181714,M5T
43.74959926,-79.27495773,M1P
43.78098262,-79.34431155,M2J
43.73564205,-79.52927288,M9M
43.63867078,-79.41396163,M6K
43.67390414,-79.35335928,M4K
43.79310622,-79.3904459,M2K
43.72037254,-79.53749334,M9M
43.61432711,-79.55632619,M9C
43.74617695,-79.290904,M1R
43.71186468,-79.31217435,M4B
43.75206077,-79.26244774,M1P
43.65704651,-79.44892262,M6P
43.76355572,-79.30127927,M1R
43.76100601,-79.22911908,M1H
43.6561629,-79.37009915,M5A
43.6617708,-79.36971486,M5A
43.74637337,-79.26308003,M1K
43.74323814,-79.30463328,M1R
43.75206077,-79.26244774,M1P
43.77340403,-79.42889537,M2N
43.77340403,-79.42889537,M2N
43.64576188,-79.39362874,M5V
43.7715094,-79.36609033,M2K
43.7671114,-79.1899748,M1E
43.65407279,-79.37995625,M5B
43.63433628,-79.41706573,M6K
43.7783944,-79.41728545,M2N
43.63926868,-79.41081443,M6K
43.72125461,-79.61575709,M9W
43.65766173,-79.57142659,M9C
43.76923189,-79.51874191,M3N
43.70612319,-79.32392734,M4B
43.70553504,-79.38252597,M4S
43.61377903,-79.48930803,M8V
43.74123526,-79.5136531,M3L
43.75928779,-79.50790172,M3N
43.72125461,-79.61575709,M9W
43.68336521,-79.32363123,M4J
43.6977429,-79.32949133,M4J
43.65129959,-79.39529754,M5T
43.77138039,-79.18989151,M1E
43.74598232,-79.4817887,M3K
43.75983279,-79.51616201,M3N
43.7676539,-79.18972081,M1E
43.6590982,-79.38208825,M5B
43.76260986,-79.26927483,M1P
43.6658362,-79.38494125,M4Y
43.64145024,-79.53521459,M9B
43.71430138,-79.41189852,M5N
43.71647729,-79.5926514,M9W
43.67404003,-79.46316912,M6N
43.72988317,-79.41867733,M5M
43.72988317,-79.41867733,M5M
43.69990717,-79.54736705,M9P
43.71572045,-79.46761954,M6A
43.64537058,-79.39205204,M5V
43.76137724,-79.29052189,M1P
43.66886451,-79.37443166,M4X
43.7639679,-79.1885994,M1E
43.6588133,-79.41395443,M6G
43.74117732,-79.31926166,M3A
43.61774863,-79.51534563,M8Z
43.8292608,-79.22889361,M1X
43.67909173,-79.38402346,M4W
43.7319691,-79.37214308,M3C
43.69349577,-79.4411988,M6E
43.70211274,-79.38520027,M4S
43.69492702,-79.29736286,M4C
43.64024766,-79.5299158,M8Z
43.69335141,-79.31268135,M4C
43.63433628,-79.41706573,M6K
43.80507713,-79.3131812,M1W
43.7022935,-79.30729255,M4B
43.78135804,-79.28855479,M1T
43.6588675,-79.36855016,M5A
43.70778054,-79.53361683,M9N
43.73298336,-79.42907611,M5M
43.6594344,-79.36600486,M5A
43.7022935,-79.30729255,M4B
43.66652981,-79.36561526,M4X
43.75037717,-79.44713281,M3H
43.67874881,-79.44336542,M6E
43.72254448,-79.54753395,M9W
43.65390089,-79.38544564,M5G
43.66398718,-79.52184649,M9A
43.78041979,-79.44349961,M2R
43.6653982,-79.36065146,M5A
43.6653982,-79.36065146,M5A
43.6545054,-79.40202663,M5T
43.7794615,-79.38968269,M2K
43.80218474,-79.27087163,M1S
43.70727929,-79.31627485,M4B
43.65418629,-79.37936645,M5B
43.68053044,-79.28712746,M4E
43.67437332,-79.39983715,M5R
43.67125091,-79.37642096,M4Y
43.66665951,-79.40380914,M5R
43.70808798,-79.34141112,M4H
43.6506508,-79.34005408,M4M
43.72099806,-79.45500481,M6A
43.66267954,-79.3328026,M4M
43.6306093,-79.48307491,M8Y
43.6306093,-79.48307491,M8Y
43.7857883,-79.41499334,M2M
43.6658735,-79.36862086,M4X
43.71144374,-79.52615264,M9N
43.76797564,-79.44013236,M2R
43.6306093,-79.48307491,M8Y
43.75072678,-79.51602171,M3N
43.74954169,-79.392672,M2P
43.72064215,-79.51412794,M3L
43.67426173,-79.35706788,M4K
43.72064215,-79.51412794,M3L
43.6588136,-79.41526903,M6G
43.70099217,-79.54421955,M9P
43.7857883,-79.41499334,M2M
43.6579001,-79.38157315,M5B
43.66999194,-79.49076231,M6N
43.75085158,-79.5421137,M9M
43.69122473,-79.28834606,M1L
43.81424767,-79.23712998,M1X
43.67358003,-79.46303932,M6N
43.71751306,-79.44891131,M6A
43.71751306,-79.44891131,M6A
43.71751306,-79.44891131,M6A
43.67953808,-79.34178161,M4J
43.66558766,-79.48211942,M6S
43.65431769,-79.37875655,M5B
43.6568225,-79.37563685,M5B
43.66407251,-79.41607073,M6G
43.67916581,-79.44832871,M6E
43.78148107,-79.25268263,M1S
43.6587212,-79.39584254,M5T
43.64832309,-79.39840873,M5V
43.67913913,-79.39041835,M4W
43.77170594,-79.28333039,M1P
43.6306093,-79.48307491,M8Y
43.77663627,-79.25424114,M1H
43.72291407,-79.40843463,M4R
43.79614269,-79.22753048,M1B
43.79244519,-79.44572542,M2R
43.79244519,-79.44572542,M2R
43.78057234,-79.28947519,M1T
43.83344472,-79.25110267,M1X
43.80180723,-79.29427821,M1S
43.79244519,-79.44572542,M2R
43.69300498,-79.54911577,M9R
43.65482919,-79.37644725,M5B
43.66138388,-79.51758199,M9A
43.65077309,-79.38876044,M5T
43.67860511,-79.43976382,M6E
43.61015061,-79.55690959,M9C
43.61015061,-79.55690959,M9C
43.71680166,-79.42920869,M5N
43.69498637,-79.45348148,M6E
43.6568225,-79.37563685,M5B
43.69498677,-79.44180299,M6E
43.65576989,-79.38067525,M5B
43.66581232,-79.34681768,M4M
43.76235459,-79.411156,M2N
43.70059626,-79.51774105,M9N
43.73216948,-79.26796221,M1K
